文件名,文件格式,聚类标签,清洗后文本特征
D0061.pdf,.pdf,2,博博 博士 士士 研研 研究 究究生 生生 学学 学位 位位 论论 论文 文文 随机 过程 非平衡态 统计 物理 系统 生物学 建模 应用 数学 科学 学院 概率论 数理统计 马氏 过程 相互作用 粒子系统 钱敏 教授 大岳 教授 蒋达权 副教授 八年 六月 期间 主要 研究成果 期间 主要 研究成果 发表 接收 论文 ge jiang andqian asimplediscretemodelofbrownianmotors time periodicmarkovchains stat phys ge jiang andqian reversibilityandentropyproductionofinho mogeneousmarkovchains appl prob ge qian reversibility potentiality exclusion processes countablediscretegroups appl math lett ge qian generalized jarzynski equality inhomogeneous markovchains math phys ge jiang transient fluctuation theorem sample entropy pro ductionforgeneralstochasticprocesses phys ge qian qian synchronized dynamics nonequilibrium steadystatesinayeastcell cyclenetwork math biosci ge waitingcycletimesandgeneralizedhaldaneequalityinthesteady state cyclekineticsofsingleenzymes phys chem ge jiang generalized jarzynski equality multidimensional inhomogeneousdiffusionprocesses stat phys ge qian steady state cycle kinetics single enzymes competing substratesandmulti conformations theor comput chem accepted ge qian sensitivity amplification phosphorylation dephosphorylation cycle nonequilibrium steady states chemical master equation temporalcooperativity chem phys accepted 期间 主要 研究成果 论文 我们 给出 非时 齐马氏 两种 可逆性 产生 定义 性质 应用 物理学 布朗 马达 模型 论文 以非 时齐 马氏链 多维 扩散 过程 模型 我们 第一次 给出 期间 主要 研究成果 统计 物理学 最新进展 jarzynski 等式 比较 完整 数学 理论 轨道 空间 定义 定理 严格 证明 物理 意义 阐述 一一 提炼 物理学家 推广 一般 论文 我们 应用 测度论 简单 概念 证明 方法 得到 物理学家 关心 样本 产生 一般 暂态 涨落 定理 并且 第一次 指出 定理 证明 前人 若干 假设 条件 从而 物理学家 相信 定理 几乎 满足 所有 随机 过程 模型 非常 一般 物理 定律 论文 我们 非平衡态 统计 物理 环流 理论 应用 建立 酵母 细胞 布尔 网络 模型 得到 同步化 行为 完整 刻画 比较 环流 理论 功率 方法 联系 其中 重要 发现 就是 系统 平衡 定态 数学 理论 环流 理论 恰好 可以 作为 随机 模型 对应 确定性 模型 极限 概念 合理 推广 论文 我们 最近 活跃 分子 动力学 简单 模型 环上 状态 生灭 过程 严格 推导 一个 原本 马达 蛋白 实验 观察 奇妙 haldane 等式 推广 环上 状态 生灭 过程 阐述 物理 意义 更进 我们 提出 对于 分子 实验 建议 并且 清晰 指出 物理学家 生物 学家 以前 容易 引起 误解 混淆 一些 概念 之间 区别 联系 特别 强调 实验 数据 实际上 概率论 条件期望 不是 绝对 期望 论文 我们 给出 分子 动力学 竞争 底物 特异性 参数 分布 环流量 以及 等待时间 一般 表达式 相互 关系 论文 我们 介绍 时间 合作现象 基本概念 理论 然后 用到 磷酸化 磷酸化 简单 开关 以及 灵敏度 开关 能量 cid 前人 相衔接 这种 做法 合理性 我们 一些 初等 数学 运算 计算机 模拟 牵涉 过多 数学 最后 我们 分析 若干个 经典 结构 合作 模型 得到 时间 合作现象 结构 合作现象 数学 等同性 正是 我们 这种 现象 时间 合作 原因 vi 中文 摘要 本文 一方面 随机 过程 模型 应用 近代 非平衡态 统计 物理 定义 性质 给出 一套 相对 完整 数学 理论 另一方面 随机 过程 模型 应用 系统 生物学 详细 总结 生物化学 系统 随机 建模 方法 深入探讨 酵母 细胞 布尔 网络 模型 简单 分子 动力学 模型 以及 磷酸化 磷酸化 生物 开关 模型 性质 首先 我们 概念 结论 推广 非时 齐马氏 情形 引入 瞬时 可逆性 瞬时 产生 概念 而且 讨论 二者之间 关系 同时 我们 讨论 环上 周期性 非时 生灭 马氏链 作为 布朗 马达 模型 关心 旋转 我们 发现 当该 生灭 马氏链 瞬时 可逆 周期 可逆 旋转 数都 等于零 更进一步 我们 给出 瞬时 产生 测度论 定义 紧接着 我们 以非 时齐 马氏链 非时 扩散 过程 模型 定义 证明 其中 推广 jarzynski 等式 并且 结论 应用 物理学家 化学 阐明 物理 意义 其中 包括 jarzynski crooks 开创性 hummer szabo hatano sasa 等式 以及 化学 计量学 系统 gibbs 自由 能差 然后 我们 关注 一般 随机 过程 evans searles 暂态 涨落 定理 严格 证明 样本 产生 暂态 涨落 定理 对于 非常 一般 随机 过程 成立 需要 马氏性 平稳性 以及 齐性 条件 从而 确信 理论 广泛 适用 然后 对于 很多 随机 过程 模型 检验 定理 条件 包括 时齐 非时 齐马氏 一般 平稳 扩散 过程 其中 非时 齐马氏 一般 扩散 过程 样本 暂态 涨落 定理 结论 之前 没有 讨论 近些年来 由于 人类 基因组 计划 成功 众多 模式 生物 材料 如果 余种 生物 基因组 序列 相继 测定 以及 随之而来 各种 组学 推动 系统 生物学 迅速 崛起 成为 世纪 生命科学 领域 事件 生物体 噪声 越来越 得到 重视 研究 时候 如何 定量 描述 随机 同步化 行为 变得 越来越 重要 因为 极限 以及 固定 相位差 概念 模型 中将 不再 成立 因此 需要 研究 随机 模型 对应 确定性 模型 极限 环概 合理 推广 系统 平衡 定态 数学 理论 环流 恰好 可以 中文 摘要 扮演 这样 一个 角色 于是 我们 环流 理论 应用 建立 母细胞 布尔 网络 模型 得到 同步化 行为 完整 刻画 并且 比较 环流 功率 方法 联系 另一方面 由于 分子 实验 技术 快速 实验 追踪 单个 分子 成为 可能 我们 详细 讨论 状态 可逆 michaelis menten 动力学 模型 定义 环流 等待时间 步进 概率 概念 详细 探讨 它们 之间 相互 关系 然后 我们 证明 推广 haldane 等式 所有 结论 推广 状态 情形 同时 详细 对比 前人 理论 实验 方面 诸多 蛋白质 磷酸化 磷酸化 过程 生物 信号 传输 过程 非常 重要 一类 生化 反应 多种 参与 其中 蛋白质 生物 活性 经常 磷酸化 过程 激活 磷酸化 过程 关闭 所以 这样 atp adp pdpc 过程 就是 传输 生物 信号 称为 控制 信息流 生物 开关 我们 研究 时间 合作现象 基本概念 理论 然后 应用 磷酸化 磷酸化 简单 开关 以及 灵敏度 开关 我们 想法 pdpc 出现 合作 现象 完整 化学 方程 一个 近似 模型 能量 参数 cid 前人 相衔接 这种 做法 合理性 我们 一些 初等数学 运算 计算 模拟 牵涉 过多 数学 最后 我们 分析 若干个 经典 结构 合作 得到 时间 合作现象 结构 合作现象 数学 等同性 正是 我们 现象 时间 合作 原因 jarzynski haldane 等式 灵敏度 开关 ii 英文 摘要 applications stochastic processes into nonequilibrium statistical physics systems biology hao ge majored probability statistics directed professor min qian professor dayue chen associate professor da quan jiang present thesis apply stochastic processes modern nonequilibrium statisti cal physics which construct completely mathematical theory including both definitionsandproperties ontheotherhand wealsoapplystochasticprocessestosys tems biology summarizing stochastic modelling methods biochemical systems investigating boolean network model yeast cell cycle single molecule enzymekineticsandthephosphorylation dephosphorylationbiologicalswitches at first extend notions results sit uation general inhomogeneous markov chain then introduce concepts stantaneousreversibilityandinstantaneousentropyproductionrateandinvestigatetheir relationship furthermore time periodic birth death chain which can be re garded simple version physical model brownian motors prove its rotation number zero when it instantaneously reversible or periodically reversible inaddition wealsogivethemeasure theoreticaldefinitionoftheinstantaneousentropy productionrateofinhomogeneousmarkovchains consequently define prove generalized jarzynski equalities homogeneous markov chains multidimensional diffusions then explain its physical meaning applications through several previous work including jarzynski crooks original work hummer szabo work hatano sasa equality gibbsfreeenergydifferencesinstoichiometricchemicalsystems after focus derivation evans searles fluctuation theorem forgeneralstochasticprocesses andrigorouslyprovethatthetransientfluctuationtheo rem tft ofsampleentropyproductionholdsforgeneralstochasticprocesseswithout assumption markovian homogeneous or stationary properties confirming validity its universality then verify condition our main result various stochasticprocesses includinghomogeneous inhomogeneousmarkovchainsandgen iii 英文 摘要 eral diffusion processes among these cases applications inhomogeneous case discretetimecaseandgeneraldiffusionprocessesareallnew whichhavenoteverbeen pointedoutbefore recently field now commonly referred systems biology has developed rapidly withthesequencingofwholegenomesandthedevelopmentofanalysismeth ods measure many cellular components have now entered realm complete descriptions at cellular level it believed systems biology will be comeoneofthemostactivefieldsofscienceinthe stcentury asthereisagrowingawarenessandinterestinstudyingtheeffectsofnoiseinbi ological networks it becomes more more important quantitatively characterize synchronized dynamics mathematically stochastic models because concepts limit cycle fixed phase difference no longer holds case therefore logical generalization limit cycle stochastic models needs be developed interestingly concept circulation mathematical theory nonequilibrium steadystates actuallyplaystherole weapplythecirculationtheorytoinvestigate synchronized stochastic dynamics boolean network model yeast cell cycle regulation providing clear picture synchronized dynamics furthermore comparethiscirculationtheorywiththepowerspectrummethodalwaysusedbyphysi cists other hand recent advances single molecule spectroscopy manip ulation have now made it possible study enzyme kinetics at level single molecules thoroughly investigate more realistic reversible three step mechanism michaelis menten kinetics detail also prove generalized haldane equality extend all results step cycle finally experimentalandtheoreticallybasedevidencesarealsoincluded protein phosphorylation one class most important biochemical reactions insignaltransductionsystemoflivingcells thebiologicalactivityofaproteinisoften turnedon phosphorylation turnedoff dephosphorylation reaction theturningonandoffofthebiologicalactivityofaproteinhasbeenwidelyrecognized asaswitchincontrollinginformationflow thesis investigate basic concepts theories tem poral cooperativity phenomenon apply them simple ultrasen iv 英文 摘要 sitive phosphorylation dephosphorylation switches our aim connect phosphorylation dephosphorylation cooperativity phenomenon previous works throughtheenergyparameter inthesimplemodelreducedfromthecompletestochas tic model based chemical master equations use some simple mathematical cal culations numerical simulations order confirm rationality our method andfinallywepointoutthemathematicalequivalencebetweenthetemporalandstruc tural cooperativity phenomenons just why call phenomenon tem poralcooperativity key words nonequilibrium statistical physics systems biology jarzynski equal ity fluctuationtheorem haldaneequality ultrasensitivity 第一章 综述 ................................................................. 非平衡态 统计 物理 及其 数学 理论 .................................. 系统 生物学 建模 及其 应用 .............................................. 第第第 一一 一部 部分 随随 随机 机机 过程 程程 理理 理论 论论 非非 平平 平衡 衡衡 态态态 统统 统计 计计物物 物理 理理 中中 应应 应用 第二章 非时 齐马氏 瞬时 可逆性 瞬时 产生 ........................... 定义 构造 ............................................................ 可逆性 产生 ....................................................... 瞬时 可逆性 瞬时 产生 ....................................... 周期性 非时 齐马氏 周期 可逆性 ................................ 瞬时 产生 测度论 定义 ........................................... 注记 例子 ............................................................ 完全 周期 可逆性 .............................................. 离散 时间 马氏链 情形 .............................................. 第三章 非时 齐马氏 推广 jarzynski 等式 ................................ 推广 jarzynski 等式 数学 理论 .......................................... 物理 意义 及其 应用 ..................................................... jarzynski crooks 开创性 ................................... hatano sasa ............................................... ........................................................ 离散 时间 非时 齐马氏 情形 ......................................... 第四章 非时 多维 扩散 过程 推广 jarzynski 等式 ......................... 推广 jarzynski 等式 数学 理论 .......................................... 非时 扩散 过程 基本 性质 ....................................... 推广 jarzynski 等式 证明 .......................................... vii 物理 意义 及其 应用 ..................................................... 推广 hummer szabo ....................................... 推广 hatano sasa .......................................... 第五章 一般 随机 过程 样本 产生 暂态 涨落 定理 ........................ 数学 理论 ............................................................... 应用 ................................................................... 时齐 马氏链 ........................................................ 离散 时间 参数 ................................................ 连续 时间 参数 ................................................ 非时 齐马氏 ..................................................... 周期性 非时 齐马氏 ......................................... 离散 时间 参数 ................................................ 连续 时间 参数 ................................................ 一般 平稳 扩散 过程 ................................................ 第第 第二 二部 部分 随随 随机 机机 过程 程程 理理 理论 论论 系系 系统 统统 生物 物物 学学 学建建 建模 模模 应应 应用 第六章 生物化学 系统 建模 方法 一览 ......................................... 质量 作用 定律 化学 方程 ........................................... 化学 方程 扩散 近似 化学 langevin 方程 ........................... 来自 糖酵解 反应 化学 振荡 例子 .................................. 一类 特殊 生物化学 系统 宏观 描述 .................................. 环流 理论 生物 路径 ................................................ 宏观 描述 应用 ..................................................... 其它 ................................................................... 第七章 酵母 细胞 随机 布尔 网络 模型 同步化 随机 极限 ............... 确定性 随机性 布尔 网络 模型 分类 及其 关系 ........................ 随机 布尔 网络 模型 平衡 定态 数学 理论 ............................. 随机 酵母 细胞 调控 网络 同步化 行为 ............................. 随机 酵母 细胞 调控 网络 模型 .................................... 细胞 网络 同步化 优势 环流量 ................................ viii 结论 进一步 讨论 ..................................................... 第八章 分子 动力学 等待时间 推广 haldane 等式 ................... 分子 动力学 环流 平衡 定态 .................................. 等待时间 推广 haldane 等式 ........................................ 平均 等待时间 ................................................... 步进 概率 .......................................................... 推广 haldane 等式 .................................................. 推广 步骤 ........................................................ 环流 平衡 定态 ................................................ 等待时间 ........................................................ 步进 概率 .......................................................... 推广 haldane 等式 .................................................. 实验 理论 证据 ....................................................... 进一步 讨论 ............................................................ 第九章 磷酸化 磷酸化 pdpc 开关 灵敏度 本质 平衡 定态 化学 方程 时间 合作现象 .................................... 时间 合作现象 .......................................................... 确定性 模型 ........................................................ 随机 模型 化学 方程 ............................................ 噪声 强度 估计 线性 噪声 近似 敏感度 fanofactor .............. pdpc 开关 灵敏度 时间 合作 本质 .................................... 完整 模型 .......................................................... 确定性 模型 ................................................... 化学 方程 模型 .............................................. 平衡 定态 分析 .............................................. 简化 模型 .......................................................... 简化 模型 合理性 ........................................... 基本 分析 及其 非平衡态 本质 .................................. 方程 简单 pdpc 开关 ........................................... 一阶 线性 近似 理论 分析 ....................................... 随机 模拟 ..................................................... ix 方程 灵敏度 pdpc 开关 ...................................... 零阶 近似 理论 分析 ........................................... 随机 模拟 ..................................................... 结构 合作现象 数学 等同性 ....................................... 位点 相互作用 模型 .............................................. 相互作用 两个 位点 ....................................... 独立 不同 位点 .......................................... 对称 模型 symmetricmodel ....................................... 两个 位点 ..................................................... 位点 ...................................................... 添加 效应 effector .................................. 序贯 模型 sequentialmodel ........................................ 二聚物 ....................................................... 正方形 四聚物 ................................................ 结论 ................................................................... 结论 .......................................................................... 参考文献 ..................................................................... 附录 化学 方程 推导 连续 时间 马氏链 宏观 描述 ................. 附录 推广 haldane 等式 严格 证明 ........................................ 附录 pdpc 开关 常微分 模型 只有 唯一 合理 不动点 证明 ................... 附录 方程 模型 定态 概率分布 推导 .................................... 致谢 .......................................................................... 插图 插图 酵母 细胞 网络 状态 肌肉 收缩 宏观 模型 状态 可逆 michaelis menten 动力学 状态 na 葡萄糖 协同 输运 子亚 宏观 模型 细胞 模型 随机 轨道 同步化 细胞 模型 轨道 功率 细胞 模型 单个 节点 功率 细胞 模型 功率 主要 波峰 高度 周期 噪声 参数 变化 细胞 模型 主环 环流量 噪声 参数 变化 状态 可逆 michaelis menten 动力学 模型 吸收 一维 随机 游动 模型 一个 时间 逆映射 图示 例子 分子 动力学 理想 数据 举例 时间 合作现象 化学 方程 模型 pdpc 开关 完整 方程 模型 基本 pdpc 开关 中酶 动力学 pdpc 开关 简化 模型 简单 pdpc 开关 模拟计算 简单 pdpc 开关 模拟计算 简单 pdpc 开关 模拟计算 简单 pdpc 开关 模拟计算 简单 pdpc 开关 模拟计算 灵敏 pdpc 开关 模拟计算 灵敏 pdpc 开关 模拟计算 灵敏 pdpc 开关 模拟计算 灵敏 pdpc 开关 模拟计算 xi 插图 灵敏 pdpc 开关 模拟计算 结构 合作现象 一般 模型 两位 点间 相互作用 模型 两个 位点 对称 模型 两个 位点 序贯 模型 正方形 四聚物 序贯 模型 xii 第一章 综述 第一章 综述 非平衡态 统计 物理 及其 数学 理论 非平衡态 统计 物理 产生 概念 用来 描述 平衡 定态 距离 平衡态 物理量 非平衡态 统计 物理 一个 宏观 可逆性 概念 联系 一个 宏观 可逆 定态 系统 必须 具有 产生 平衡 如果 某个 系统 扰动 驱动 缓缓 离开 平衡态 对于 扰动 响应 可以 著名 线性 响应 理论 描述 但是 如果 某个 系统 扰动 驱动 远离 平衡态 的话 那么 线性 响应 理论 以及 其他 平衡态 近似 成立 对于 远离 平衡态 可逆 系统 研究 开始 haken 激光 prigogine 化学反应 震荡 讨论 nicolis prigogine 平衡 系统 看作 一个 具有 产生 平稳 系统 周围 环境 交换 物质 能量 prigogine 因为 此项 著名 获得 诺贝尔化学奖 开始 著名 生物 化学家 hill 生物体 内代 系统 生物化学 聚合物 结合 以及 转化 创建 普遍 适用 宏观 模型 而且 他们 模型 成功 应用 解释 肌肉 收缩 细胞 主动 传输 机制 hodgkin huxley 模型 na 离子 主动 转移 渗透 有机 细胞膜 为了 打通 上述 两个 学派 我们 可以 利用 马氏链 扩散 过程 基础 平衡 定态 环流 建立 一个 严格 数学模型 平衡 定态 数学 理论 已经 研究 将近 三十年 我们 推荐 最近 专著 系统地 总结 这个 理论 有关 结果 文献 给定 一个 描述 生物化学 聚合物 结合 转化 平稳 马氏链 假设 满足 细致 平衡条件 可以 不变 分布 写成 ei kbt cid ej kbt 其中 状态 自由 因此 状态 转移 状态 引起 自由 耗散 但是 可逆 系统 这种 转移 引起 能量 激发 也许 生物 荧光 非平衡态 统计 物理 及其 数学 理论 光谱 出现 现象 相对 平衡 定态 数学 理论 早期 钱敏 钱敏 平和 龚光鲁 测度论 语言 一个 随机 过程 产生 定义 成其 自身 分布 相对 时间 过程 分布 相对 他们 得到 离散 时间 时齐 马氏链 连续 时间 时齐 马氏链 一般 扩散 过程 产生 环流 分布 表达式 以及 它们 随机 过程 可逆性 之间 关系 马氏链 扩散 过程 可逆 当且 产生 等于 等价 其中 所有 环流量 非时 随机 过程 瞬时 产生 首先 提出 专著 找到 最近 章复熹 利用 马氏链 时刻 瞬时 产生 得到 上排 过程 产生 最近 我们 研究 可逆性 以及 势函数 之间 关系 不过 至今 瞬时 可逆性 瞬时 产生 严格 数学 理论 真正 详细 讨论 过去 将近 三十年 时间 物理 布朗 马达 现象 被称作 棘轮 得到 物理学家 生物 化学家 广泛 关注 现象 一个 具有 适当 对称性 系统 比如 具有 空间 周期性 性质 噪声 可以 引起 定向 粒子流 reimann 详细 总结 远离 平衡态 空间 周期 系统 噪声 引起 质量 传输 现象 理论 模型 实验 分析 布朗 马达 模型 一种 具有 空间 周期性 驱动力 称为 rocking ratchets 一种 力学 噪声 具有 周期 变化 温度 称为 temperature ratchets 或者 具有 周期 变化 驱动 势场 例如 off ratchets 因此 我们 考虑 下面 这种 形式 随机 微分 sde dx dt dw 其中 布朗运动 时间 参数 具有 周期性 函数 这样 一类 随机 微分方程 出现 随机 共振 模型 描述 一个 非线 系统 周期 信号 可以 噪声 放大 现象 文献 一个 全面 物理 角度 描述 这一 现象 综述 布朗 马达 随机 共振 现象 噪声 起到 建设性 作用 但是 模型 非时 齐性 其解 严格 数学分析 引起 很多 困难 第二章 我们 讨论 一个 状态 离散 情形 时间 连续 周期性 非时 齐马氏 这样 一个 马氏链 数值 模拟 办法 解方程 自然 这样 一个 离散 模型 同时 出现 第一章 综述 两年 我们 考虑 一个 简单 布朗 马达 模型 离散 时间 周期性 非时 齐马氏 并且 引入 周期 可逆性 周期 产生 环流 分布 概念 该文 主要 结论 下面 几个 表述 等价 周期性 非时 齐马氏 周期 可逆 处于 细致 平衡 状态 kolmogorov 条件 满足 产生 等于零 每个 环均 具有 相同 环流量 第二章 我们 符号 结论 推广 非时 齐马 氏链 情形 引入 瞬时 可逆性 瞬时 产生 概念 并且 讨论 二者之间 关系 同时 我们 讨论 环上 周期性 非时 生灭 马氏链 作为 布朗 马达 模型 关心 旋转 生灭 扩散 过程 旋转 对应 布朗 马达 模型 粒子流 我们 发现 当该 生灭 马氏链 瞬时 可逆 周期 可逆 转数 等于零 因此 我们 马氏链 模型 布朗 马达 定向 粒子流 只能 平衡 就是 可逆 系统 出现 更进一步 我们 给出 瞬时 产生 测度论 定义 其中 主要 想法 方法 来自 这部分 已经 发表 journal applied probability 我们 相信 这些 结论 可以 推广 非时 扩散 过程 但是 的确 遇到 很多 困难 有些 问题 没有 可以 解决 世纪 九十年代 以来 对于 远离 平衡态 系统 一些 描述 统计 动力学 重要 等式 相继 发现 研究 称为 统计 物理学 最新 重要 进展 其中 包含 jarzynski 发现 著名 平衡 关系式 根据 等式 可以 利用 平衡 物理 过程 测量 功来 计算 两个 平衡态 之间 helmholz 自由 并且 已经 单个 dna 分子 实验 得到 证实 应用 以前 为了 计算 两个 平衡态 之间 helmholz 自由 能差 物理学家 认为 必须 一个 衡态 开始 经过 一个 无穷 静态 过程 到达 一个 平衡态 测量 系统 才能 得到 helmholtz hatano sasa 仍然 成功 jarzynski 等式 推广 平衡 定态 情形 生物体 马达 蛋白 机制 更为 由于 jarzynski hatano sasa 等式 描述 是从 一个 平衡态 过渡 一个 平衡 或者 一个 平衡 定态 过渡 一个 平衡 定态 过程 所以 可能 平稳 时齐 随机 过程 作为 数学模型 必须 用非 时齐 随机 过程 来刻 同样 其非 齐性 我们 数学分析 带来 不小 困难 物理学家 是从 传统 统计 物理 角度 利用 hamilton 系统 性质 推导 非平衡态 统计 物理 及其 数学 理论 数学 理论 十几年来 一直 没有 真正 只有 crooks 利用 离散 时间 非时 有限 马氏链 模型 得到 相应 结果 但是 证明 平凡 后来 应用 feynman kac 定理 hummer szabo 给出 非时 扩散 过程 jarzynski 等式 一个 非常简单 证明 一个 作为 生物化学 模型 简单 状态 非时 齐马氏 模型 jarzynski 但是 实际上 严格 数学 角度 来说 他们 非时 feynman kac 定理 定理 因为 时齐 feynman kac 定理 一样 前者 后者 难以 应用 第三章 我们 以非 时齐 马氏链 模型 定义 证明 其中 jarzynski 等式 并且 结论 应用 物理学家 化学家 阐明 物理 意义 其中 包括 jarzynski crooks 开创性 hatano sasa 等式 以及 化学 计量学 系统 gibbs 自由 能差 这部分 内容 已经 发表 journal mathematical physics 但是 一章 证明 方法 推广 非时 扩散 过程 时候 遇到 实质性 困难 因为 我们 需要 一个 非常 难以 一般 cameron martin girsanov 定理 第四章 我们 应用 非时 情形 feynman kac 定理 给出 非时 多维 扩散 过程 jarzynski 等式 一个 有趣 严格 证明 然后 我们 物理学 hummer szabo 以及 定态 热力学 hatano sasa 等式 推广 一般 多维 情形 阐述 其中 物理 意义 这部分 已经 发表 journal statisticalphysics jarzynski 等式 hatano sasa 等式 相似 涨落 定理 ft 最近 起来 一类 远离 平衡态 系统 满足 重要 关系式 关注 系统 轨道 满足 满足 热力学 第二 定律 概率 evans cohen morriss 算机 模拟计算 发现 平衡 平稳 过程 自然 不变 测度 具有 某种 对称性 随后 被称作 gallavotti cohen 涨落 定理 受到 启发 gallavotti cohen 双曲 动力系统 作为 平衡 平稳 过程 数学模型 给出 涨落 定理 第一个 数学 表达形式 如果 动力学 满足 时间 不变性 以及 充分 那么 长时间 时间 平均 相空间 收缩 概率分布 具有 某种 非常明显 高度 对称性 这种 形式 数学 理论 大偏差 速率 函数 表达 除了 这种 定态 涨落 定理 evans searles 分析 暂态 平衡 系统 并且 推导 暂态 涨落 定理 确定性 平衡 系统 涨落 定理 证明 之后 kurchan 指出 涨落 定理 第一章 综述 对于 扩散 过程 成立 但是 数学 严格 后来 lebowitz spohn kurchan 结果 推广 一般 马氏 过程 并且 分析 很多 例子 更进一步 提到 随机 过程 相对 时间 过程 radon nikodym 导数 对数 可以 作为 一般 作用 泛函 action functional 定义 而且 并不需要 过程 满足 马氏性 条件 searles evans 非正式 对于 一类 平衡 随机 过程 推导 涨落 定理 但是 他们 证明 不是 数学 严格 蒋达权 章复 给出 时齐 平稳 马氏链 样本 产生 涨落 定理 严格 数学 理论 包括 定态 涨落 定理 暂态 涨落 定理 自从 涨落 定理 发现 之后 理论 广泛 适用性 一直 一个 意义 研究课题 物理学家 希望 可以 找到 理论 严格 成立 物理 条件 越广 泛越 最好 去除 很少 特殊 反例 第五章 我们 关注 一般 随机 过程 evans searles 暂态 定理 我们 对于 样本 产生 定义 来自 lebowitz spohn 称作 包含 边界条件 作用 泛函 我们 严格 证明 了样 产生 暂态 涨落 定理 对于 非常 一般 随机 过程 成立 并不需要 马氏性 平稳性 以及 齐性 条件 之前 很多 要么 就是 数学 不够 严格 就是 需要 一些 附加 条件 因此 虽然 我们 对于 定理 推导 纯数学 角度 来看 简单 但是 这是 一个 统一 需要 附加条件 一般 理论 适用 非常 情形 这部分 内容 已经 发表 journalofphysicsa 我们 首先 证明 主要 定理 然后 对于 很多 随机 过程 模型 检验 定理 条件 包括 时齐 非时 齐马氏 一般 平稳 扩散 过程 其中 非时 马氏链 一般 扩散 过程 暂态 涨落 定理 结论 更进一步 我们 结论 对于 其他 随机 过程 模型 成立 例如 半马氏 其他 非马氏 随机 过程 系统 生物学 建模 及其 应用 近些年来 由于 人类 基因组 计划 成功 众多 模式 生物 材料 如果 余种 生物 基因组 序列 相继 测定 以及 随之而来 各种 组学 推动 系统 生物学 迅速 崛起 成为 世纪 生命科学 领域 事件 系统 生物学 一个 生物 系统 所有 组分 成分 构成 以及 特定条件 这些 组分 相互 关系 学科 整体 水平 认识 生物 系统 可以 研究 系统结构 基因 系统 生物学 建模 及其 应用 代谢 信号 传导 网络 以及 物理 结构 系统 动力学 特性 控制系统 设计 修改 系统 方法 达到 期望 特性 生物学家 传统 习惯于 使用 确定性 非线性 动力系统 作为 生物 系统 数学模型 其中 包含 调控 机制 动力学 参数 对于 生物化学 反应 这些 模型 质量 作用 定律 基础 对于 生物化学 系统 比如 单个 细胞 那么 需要 建立 化学 方程 基础 随机 模型 其中 化学反应 常数 化学 计量学 系数 分子 数目 作为 参数 这样 随机 模型 已经 得到 应用 给予 随机性 定量 描述 并且 传统 生物化学 带来 崭新 思维 参考文献 一本 不错 简要 介绍 系统 物学 随机 模型 最近 本书 这方面 阐述 统计 物理 角度 来看 这些 细胞 生物学 系统 可以 看作 平衡 定态 其中 产生 定向 物质 能量 流动 最近 讨论 平衡 定态 传统 非线性 动力学 之间 关系 特别 双稳态 极限 振荡 平衡 定态 理论 重要 概念 随机 过程 可逆性 对应 热力学 平衡 ii 平稳 随机 过程 环流 对应 热力学 平衡 定态 物质 能量 定向 流动 第六章 我们 简要 介绍 生物 系统 建模 一般 方法 包括 质量 作用 定理 基础 确定性 模型 化学 方程 及其 扩散 近似 然后 我们 应用 一个 简单 来自 糖酵解 化学 振荡 模型 接下来 以非 平衡 定态 数学 理论 基础 我们 给出 一类 生物化学 系统 简单 宏观 描述 及其 非平衡态 热力学 分析 最后 我们 简要 叙述 一下 该亚 宏观 描述 应用 包括 hill 最初 肌肉 收缩 模型 动力学 随机 米氏 方程 na 葡萄糖 协同 输运 模型 生物体 噪声 越来越 得到 重视 研究 时候 如何 定量 描述 随机 同步化 行为 变得 越来越 重要 因为 极限 以及 固定 相位差 概念 随机 模型 中将 不再 成立 取而代之 物理学家 生物学家 经常 不得不 轨道 率谱 明显 峰值 出现 或者 直接 观察 随机 轨道 描述 同步化 行为 但是 这样 容易 做出 结论 时候 引起 含混 误解 因此 需要 研究 随机 模型 确定性 模型 极限 概念 合理 推广 实际上 由于 平衡 定态 数学 理论 环流 可以 定义 沿着 每条 轨道 每个 产生 平均 频率 所以 正好 可以 自然 看作 不同 吸引 随机 同步化 行为 强度 定量 刻画 另一方面 细胞 环是 一个 非常 重要 生命 过程 其内 分子 网络 已经
D0064.txt,.txt,2,名称 突发 环境 事件 编号 时间
D0068.txt,.txt,2,名称 货物 出口 去向 进口 来源 编号 时间
D0069.txt,.txt,1,名称 城市绿地 园林 编号 时间
D0070.txt,.txt,2,名称 城市 集中供热 编号 时间
D0072.txt,.txt,1,名称 煤炭 平衡表 编号 时间
D0076.txt,.txt,2,名称 人民检察院 直接 立案侦查 案件 编号 时间
D0077.txt,.txt,0,名称 主要 目的地 来源 划分 服务 出口 进口 编号 时间
D0082.txt,.txt,1,名称 货币 供应量 编号 时间
D0083.txt,.txt,2,名称 行业 信息化 电子商务 编号 时间
D0084.txt,.txt,1,名称 国有 农场 基本 编号 时间
D0088.txt,.txt,1,名称 森林资源 编号 时间
D0089.txt,.txt,2,名称 货物 周转量 编号 时间
D0093.txt,.txt,5,名称 居民 人均 支配 收入 来源 编号 时间
